shipment_id,carrier_name,route,shipment_date,delay_minutes,sla_breach_minutes,total_additional_cost,is_anomaly,anomaly_score,risk_category
35,MSC,New_York-Hamburg,2025-05-15 00:00:00,0.0,0.0,1058.12,0,0.07314511146461272,Medium
36,CMA_CGM,Singapore-Hamburg,2025-01-15 00:00:00,0.0,0.0,1160.66,0,0.015969987789129947,Medium
37,Maersk,Hong_Kong-Tokyo,2025-08-09 00:00:00,4320.0,0.0,2405.5,0,0.014950713142316996,Medium
38,FedEx,London-Singapore,2025-09-01 00:00:00,-237.0,0.0,0.0,0,0.04264865944845131,Medium
39,FedEx,Shanghai-Rotterdam,2024-10-01 00:00:00,8640.0,1440.0,1596.67,1,-0.0372062936578188,High
40,DHL,New_York-Hamburg,2025-07-20 00:00:00,1440.0,0.0,1000.98,0,0.03731722957490535,Medium
41,DHL,Singapore-Hamburg,2025-08-07 00:00:00,5760.0,0.0,1292.41,0,0.0511743064184349,Medium
42,COSCO,Dubai-London,2024-11-30 00:00:00,4320.0,0.0,752.63,0,0.05118196773039707,Medium
43,UPS,Shanghai-Los_Angeles,2025-06-27 00:00:00,0.0,0.0,0.0,0,0.06271269036693028,Medium
44,Kuehne_Nagel,Rotterdam-New_York,2025-03-12 00:00:00,-1423.0,0.0,539.93,0,0.07666314801273438,Medium
45,Maersk,Singapore-Hamburg,2025-02-08 00:00:00,0.0,0.0,738.59,0,0.0316332547098333,Medium
46,Maersk,London-Singapore,2025-01-14 00:00:00,0.0,0.0,117.96,0,0.0818959109035381,Medium
47,Kuehne_Nagel,Shanghai-Rotterdam,2024-11-28 00:00:00,-454.0,0.0,1599.06,0,0.035588626280703806,Medium
48,COSCO,Shanghai-Rotterdam,2024-12-21 00:00:00,4320.0,0.0,3019.59,1,-0.012700420344037067,High
49,MSC,Shanghai-Los_Angeles,2025-07-22 00:00:00,0.0,0.0,1405.59,0,0.04736044694484359,Medium
50,MSC,New_York-Hamburg,2025-02-06 00:00:00,2880.0,0.0,417.12,0,0.05622379705525965,Medium
51,COSCO,Singapore-Hamburg,2024-11-07 00:00:00,0.0,0.0,1034.3,0,0.05460635214528797,Medium
52,MSC,Singapore-Hamburg,2024-11-04 00:00:00,-1223.0,0.0,908.78,0,0.05214659946921735,Medium
53,DHL,Rotterdam-New_York,2025-02-23 00:00:00,0.0,0.0,0.0,0,0.017200255463345582,Medium
54,Maersk,Singapore-Hamburg,2024-11-05 00:00:00,-1215.0,0.0,366.15,0,0.06100741768149681,Medium
55,COSCO,Mumbai-Dubai,2025-02-15 00:00:00,0.0,0.0,0.0,0,0.02776355217132459,Medium
56,Maersk,London-Singapore,2025-08-24 00:00:00,4320.0,0.0,562.05,0,0.05770932101316756,Medium
57,Kuehne_Nagel,Dubai-London,2025-02-09 00:00:00,0.0,0.0,863.69,0,0.010487743704124308,Medium
58,FedEx,Rotterdam-New_York,2025-05-21 00:00:00,0.0,0.0,517.04,0,0.08496799818388817,Medium
59,DHL,Los_Angeles-Tokyo,2025-01-09 00:00:00,7200.0,1440.0,1955.06,0,0.008753924100425414,Medium
60,CMA_CGM,Shanghai-Los_Angeles,2025-08-08 00:00:00,2880.0,0.0,2779.97,0,0.034958687039071845,Medium
61,DHL,London-Singapore,2024-10-15 00:00:00,-508.0,0.0,1475.18,0,0.01877905188709439,Medium
62,COSCO,Los_Angeles-Tokyo,2025-07-09 00:00:00,-917.0,0.0,1078.19,0,0.0646151507408485,Medium
63,CMA_CGM,Rotterdam-New_York,2025-03-26 00:00:00,-1195.0,0.0,645.3,0,0.047016305986308016,Medium
64,FedEx,New_York-Hamburg,2025-04-25 00:00:00,-70.0,0.0,660.06,0,0.06487464620150718,Medium
65,COSCO,Dubai-London,2024-11-16 00:00:00,4320.0,0.0,0.0,0,0.026251792595370194,Medium
66,UPS,Dubai-London,2025-09-22 00:00:00,-144.0,0.0,830.06,0,0.0716370235506611,Medium
67,Maersk,Shanghai-Rotterdam,2025-02-23 00:00:00,2880.0,0.0,180.45,0,0.03759341595753607,Medium
68,FedEx,Singapore-Hamburg,2024-10-29 00:00:00,1440.0,0.0,263.53,0,0.04809662071893661,Medium
69,Maersk,London-Singapore,2025-05-01 00:00:00,0.0,0.0,0.0,0,0.029017913852449617,Medium
70,MSC,Singapore-Hamburg,2025-01-20 00:00:00,5760.0,1440.0,2626.51,0,0.020949342401901383,Medium
71,UPS,Dubai-London,2025-08-17 00:00:00,0.0,0.0,504.25,0,0.07402048746171264,Medium
72,UPS,London-Singapore,2025-05-31 00:00:00,0.0,0.0,387.84,0,0.06944544987699708,Medium
73,FedEx,Singapore-Hamburg,2025-05-27 00:00:00,1440.0,0.0,779.28,0,0.06884579879961455,Medium
74,UPS,London-Singapore,2025-09-07 00:00:00,0.0,0.0,468.62,0,0.06395651461446084,Medium
75,CMA_CGM,Los_Angeles-Tokyo,2025-08-29 00:00:00,0.0,0.0,178.41,0,0.06173669739836102,Medium
76,UPS,New_York-Hamburg,2025-02-16 00:00:00,1440.0,0.0,499.09,0,0.042285862014065756,Medium
77,Maersk,Hong_Kong-Tokyo,2025-05-11 00:00:00,0.0,0.0,0.0,0,0.048296766116782575,Medium
78,Maersk,Singapore-Hamburg,2024-12-12 00:00:00,-909.0,0.0,2657.91,0,7.122965642403223e-05,Medium
79,COSCO,Shanghai-Rotterdam,2025-06-29 00:00:00,-757.0,0.0,0.0,0,0.012450772263758014,Medium
80,Maersk,Singapore-Hamburg,2024-10-26 00:00:00,-1120.0,0.0,1061.97,0,0.0606111239009367,Medium
81,COSCO,Mumbai-Dubai,2024-10-16 00:00:00,-118.0,0.0,74.17,0,0.025946645173541893,Medium
82,Maersk,Dubai-London,2025-06-12 00:00:00,-1005.0,0.0,0.0,0,0.07201770448371414,Medium
83,CMA_CGM,Shanghai-Rotterdam,2024-12-26 00:00:00,4320.0,0.0,643.63,0,0.017843214028319565,Medium
84,Kuehne_Nagel,Mumbai-Dubai,2025-07-26 00:00:00,1440.0,0.0,1319.74,0,0.0525313649216288,Medium
85,COSCO,Shanghai-Rotterdam,2025-01-19 00:00:00,8640.0,1440.0,2859.9,1,-0.053339982075497616,High
86,DHL,Dubai-London,2024-10-29 00:00:00,0.0,0.0,1203.67,0,0.04304157870331493,Medium
87,MSC,Mumbai-Dubai,2025-08-27 00:00:00,1440.0,0.0,2286.18,0,0.011237671723672737,Medium
88,FedEx,London-Singapore,2024-12-28 00:00:00,1440.0,0.0,1149.38,0,0.02613325040552994,Medium
89,Maersk,Shanghai-Rotterdam,2025-08-31 00:00:00,5760.0,0.0,1323.94,0,0.037858086609343145,Medium
90,UPS,London-Singapore,2024-11-07 00:00:00,2880.0,0.0,0.0,0,0.041579723761861476,Medium
91,Kuehne_Nagel,Los_Angeles-Tokyo,2025-02-23 00:00:00,0.0,0.0,2301.24,1,-0.0009789205476559149,High
92,Maersk,London-Singapore,2025-01-14 00:00:00,4320.0,0.0,758.93,0,0.04489258065052615,Medium
93,UPS,New_York-Hamburg,2025-03-24 00:00:00,5760.0,2880.0,2230.55,0,0.03329186787026739,Medium
94,MSC,Singapore-Hamburg,2025-06-02 00:00:00,-1010.0,0.0,859.65,0,0.07601010537748198,Medium
95,MSC,Hong_Kong-Tokyo,2025-08-18 00:00:00,1440.0,0.0,624.11,0,0.05000528478761462,Medium
96,MSC,London-Singapore,2025-02-17 00:00:00,-464.0,0.0,84.49,0,0.05770067842999649,Medium
97,UPS,Singapore-Hamburg,2024-12-01 00:00:00,0.0,0.0,896.57,0,0.04175152851708691,Medium
98,Maersk,Hong_Kong-Tokyo,2025-02-19 00:00:00,2880.0,0.0,350.87,0,0.04973830642817495,Medium
99,MSC,Rotterdam-New_York,2025-02-13 00:00:00,0.0,0.0,1908.33,0,0.0295151518497212,Medium
100,CMA_CGM,Singapore-Hamburg,2024-12-19 00:00:00,2880.0,0.0,0.0,0,0.036870107010121445,Medium
101,COSCO,Shanghai-Rotterdam,2025-06-16 00:00:00,-1127.0,0.0,1729.3,0,0.029835625029780155,Medium
102,UPS,Los_Angeles-Tokyo,2025-01-10 00:00:00,-638.0,0.0,0.0,0,0.0494679827190187,Medium
103,UPS,Hong_Kong-Tokyo,2025-06-28 00:00:00,-1362.0,0.0,0.0,0,0.01480730071608316,Medium
104,Maersk,Singapore-Hamburg,2025-09-27 00:00:00,2880.0,0.0,590.9,0,0.08174569852834207,Medium
105,UPS,Dubai-London,2025-06-21 00:00:00,2880.0,0.0,0.0,0,0.06608550659795992,Medium
106,UPS,Singapore-Hamburg,2025-06-07 00:00:00,1440.0,0.0,1708.5,0,0.05708318903015269,Medium
107,MSC,Singapore-Hamburg,2024-10-26 00:00:00,-433.0,0.0,0.0,0,0.03432319910365478,Medium
108,Maersk,New_York-Hamburg,2025-05-23 00:00:00,7200.0,1440.0,2400.0,0,0.00462698666699457,Medium
109,MSC,Dubai-London,2025-06-02 00:00:00,0.0,0.0,431.98,0,0.06654461870245354,Medium
110,COSCO,Mumbai-Dubai,2024-12-04 00:00:00,5760.0,1440.0,2797.78,1,-0.016143439631814527,High
111,Kuehne_Nagel,Singapore-Hamburg,2025-04-24 00:00:00,-1031.0,0.0,495.76,0,0.04886530702141523,Medium
112,COSCO,Los_Angeles-Tokyo,2025-07-09 00:00:00,0.0,0.0,1143.85,0,0.047284595600937784,Medium
113,Kuehne_Nagel,Dubai-London,2025-01-02 00:00:00,0.0,0.0,585.96,0,0.037459715802222626,Medium
114,MSC,Los_Angeles-Tokyo,2024-12-01 00:00:00,4320.0,1440.0,1864.24,1,-0.006284952221948914,High
115,COSCO,Rotterdam-New_York,2025-03-27 00:00:00,5760.0,0.0,510.5,0,0.04468326537746259,Medium
116,Maersk,New_York-Hamburg,2025-02-23 00:00:00,8640.0,2880.0,5798.59,1,-0.07334966325789549,High
117,FedEx,Rotterdam-New_York,2025-01-11 00:00:00,1440.0,0.0,652.17,0,0.07491661515746934,Medium
118,MSC,Singapore-Hamburg,2025-09-23 00:00:00,0.0,0.0,0.0,0,0.052811158335916875,Medium
119,Kuehne_Nagel,Singapore-Hamburg,2025-06-04 00:00:00,1440.0,0.0,0.0,0,0.06917335555257048,Medium
120,CMA_CGM,Hong_Kong-Tokyo,2025-06-23 00:00:00,-308.0,0.0,0.0,0,0.027841243095445223,Medium
121,Kuehne_Nagel,Singapore-Hamburg,2025-05-03 00:00:00,2880.0,0.0,1390.24,0,0.06339186573588224,Medium
122,CMA_CGM,Los_Angeles-Tokyo,2024-12-23 00:00:00,5760.0,0.0,975.3,1,-0.001874958027251239,High
123,UPS,London-Singapore,2025-06-21 00:00:00,-855.0,0.0,943.37,0,0.05170781256883439,Medium
124,COSCO,Shanghai-Rotterdam,2025-02-01 00:00:00,0.0,0.0,1807.59,0,0.01153972556805094,Medium
125,CMA_CGM,Shanghai-Los_Angeles,2025-08-22 00:00:00,2880.0,0.0,389.11,0,0.07264571318416457,Medium
126,Kuehne_Nagel,Mumbai-Dubai,2025-07-24 00:00:00,0.0,0.0,2147.69,0,0.02545581681898884,Medium
127,UPS,Rotterdam-New_York,2025-07-27 00:00:00,-1104.0,0.0,3810.9,1,-0.01808254047660618,High
128,FedEx,Los_Angeles-Tokyo,2024-10-20 00:00:00,5760.0,2880.0,5887.25,1,-0.03952657794429004,High
129,Maersk,London-Singapore,2024-12-26 00:00:00,1440.0,0.0,0.0,0,0.01342581764498485,Medium
130,Maersk,Los_Angeles-Tokyo,2025-08-14 00:00:00,0.0,0.0,302.06,0,0.055565930518366335,Medium
131,Maersk,Shanghai-Rotterdam,2024-10-11 00:00:00,2880.0,0.0,642.93,0,0.06673097795903166,Medium
132,CMA_CGM,Los_Angeles-Tokyo,2025-08-07 00:00:00,-977.0,0.0,3511.88,1,-0.01173822865166152,High
133,FedEx,Shanghai-Los_Angeles,2025-01-29 00:00:00,5760.0,0.0,0.0,0,0.024153724634658535,Medium
134,CMA_CGM,Los_Angeles-Tokyo,2025-03-03 00:00:00,11520.0,5760.0,8089.49,1,-0.08375561034855394,High
135,COSCO,Shanghai-Los_Angeles,2025-01-10 00:00:00,0.0,0.0,0.0,0,0.03929991137327593,Medium
136,CMA_CGM,Singapore-Hamburg,2024-10-24 00:00:00,7200.0,1440.0,1874.98,0,0.0014848116572657721,Medium
137,FedEx,Dubai-London,2024-12-19 00:00:00,5760.0,2880.0,2223.24,0,0.0023836247594816173,Medium
138,FedEx,Singapore-Hamburg,2025-09-18 00:00:00,0.0,0.0,2062.72,0,0.03657601142988115,Medium
139,COSCO,Rotterdam-New_York,2025-05-07 00:00:00,0.0,0.0,361.79,0,0.06925276555057519,Medium
140,FedEx,Singapore-Hamburg,2025-09-04 00:00:00,7200.0,4320.0,3600.0,1,-0.038037257405338476,High
141,Kuehne_Nagel,New_York-Hamburg,2025-07-04 00:00:00,0.0,0.0,0.0,0,0.06564878998177759,Medium
142,FedEx,Rotterdam-New_York,2025-01-29 00:00:00,1440.0,0.0,1090.99,0,0.04161742238058025,Medium
143,Maersk,Hong_Kong-Tokyo,2024-12-20 00:00:00,0.0,0.0,1133.03,0,0.011060950173609196,Medium
144,Kuehne_Nagel,Singapore-Hamburg,2025-06-10 00:00:00,-1335.0,0.0,1003.18,0,0.060575169882975066,Medium
145,Kuehne_Nagel,New_York-Hamburg,2025-04-10 00:00:00,1440.0,0.0,1250.38,0,0.06661732273067594,Medium
146,COSCO,Shanghai-Rotterdam,2025-03-01 00:00:00,0.0,0.0,982.93,0,0.017852897705877724,Medium
147,DHL,London-Singapore,2025-09-07 00:00:00,0.0,0.0,3424.07,1,-0.011208656169976794,High
148,DHL,Singapore-Hamburg,2025-09-19 00:00:00,-973.0,0.0,713.62,0,0.06002935066158366,Medium
149,FedEx,Rotterdam-New_York,2025-06-05 00:00:00,-329.0,0.0,0.0,0,0.051200312829271954,Medium
150,Kuehne_Nagel,Rotterdam-New_York,2025-03-26 00:00:00,0.0,0.0,564.67,0,0.09285184213895614,Medium
151,DHL,Hong_Kong-Tokyo,2024-11-23 00:00:00,14400.0,7200.0,9450.68,1,-0.14329033323178775,High
152,DHL,New_York-Hamburg,2025-01-09 00:00:00,1440.0,0.0,2028.44,0,0.020067851039023754,Medium
153,FedEx,Rotterdam-New_York,2024-11-22 00:00:00,2880.0,0.0,598.79,0,0.06566141911340517,Medium
154,DHL,Rotterdam-New_York,2025-01-02 00:00:00,-64.0,0.0,2343.36,0,0.009867175227083358,Medium
155,CMA_CGM,Los_Angeles-Tokyo,2025-07-15 00:00:00,5760.0,0.0,1741.41,0,0.03959495172054134,Medium
156,UPS,Singapore-Hamburg,2025-05-05 00:00:00,0.0,0.0,2464.36,0,0.027830685182210213,Medium
157,COSCO,Singapore-Hamburg,2025-04-26 00:00:00,10080.0,7200.0,9000.0,1,-0.11080852287459875,High
158,UPS,Mumbai-Dubai,2025-01-09 00:00:00,0.0,0.0,1479.36,0,0.019935665798228364,Medium
159,FedEx,Mumbai-Dubai,2025-07-16 00:00:00,1440.0,0.0,591.97,0,0.03818238154313519,Medium
160,Maersk,Mumbai-Dubai,2025-05-14 00:00:00,0.0,0.0,798.03,0,0.04163263948542306,Medium
161,COSCO,Hong_Kong-Tokyo,2025-03-14 00:00:00,0.0,0.0,1306.42,0,0.04111130121286338,Medium
162,FedEx,Dubai-London,2025-09-12 00:00:00,0.0,0.0,499.02,0,0.062383731304635814,Medium
163,Kuehne_Nagel,New_York-Hamburg,2025-05-13 00:00:00,1440.0,0.0,716.02,0,0.0797435288252164,Medium
164,Maersk,Dubai-London,2025-03-03 00:00:00,10080.0,4320.0,6862.17,1,-0.06620221760434775,High
165,UPS,Shanghai-Los_Angeles,2025-02-16 00:00:00,5760.0,0.0,617.7,0,0.0357171936470409,Medium
166,FedEx,Los_Angeles-Tokyo,2024-12-23 00:00:00,1440.0,0.0,2074.09,0,0.020450097622302266,Medium
167,Kuehne_Nagel,Los_Angeles-Tokyo,2024-11-21 00:00:00,1440.0,0.0,460.51,0,0.07414322112026389,Medium
168,COSCO,Singapore-Hamburg,2025-04-14 00:00:00,1440.0,0.0,1810.84,0,0.062409989957796674,Medium
169,COSCO,New_York-Hamburg,2025-04-08 00:00:00,-722.0,0.0,0.0,0,0.04539419586707777,Medium
170,MSC,Shanghai-Rotterdam,2024-11-03 00:00:00,2880.0,0.0,1387.19,0,0.018320824246292222,Medium
171,Kuehne_Nagel,Shanghai-Rotterdam,2025-07-19 00:00:00,-676.0,0.0,823.91,0,0.028959128830081726,Medium
172,CMA_CGM,Hong_Kong-Tokyo,2024-10-17 00:00:00,-1043.0,0.0,0.0,0,0.017870119425917097,Medium
173,DHL,Singapore-Hamburg,2025-08-29 00:00:00,0.0,0.0,606.93,0,0.07217126012389974,Medium
174,Maersk,London-Singapore,2024-11-10 00:00:00,2880.0,0.0,1314.62,0,0.0385813859374034,Medium
175,Kuehne_Nagel,Hong_Kong-Tokyo,2024-11-27 00:00:00,1440.0,0.0,1972.44,0,0.02387462880587432,Medium
176,MSC,Singapore-Hamburg,2025-05-30 00:00:00,-872.0,0.0,1276.82,0,0.06055436632871242,Medium
177,DHL,Singapore-Hamburg,2024-11-30 00:00:00,4320.0,0.0,342.93,0,0.042577044110850115,Medium
178,DHL,Shanghai-Los_Angeles,2025-08-02 00:00:00,0.0,0.0,1030.84,0,0.04693285562839006,Medium
179,FedEx,Dubai-London,2025-06-20 00:00:00,0.0,0.0,897.08,0,0.060502825147849215,Medium
180,DHL,New_York-Hamburg,2025-03-11 00:00:00,0.0,0.0,3128.95,1,-0.012664226161988035,High
181,CMA_CGM,Mumbai-Dubai,2025-05-18 00:00:00,-472.0,0.0,1193.85,0,0.014194962463026428,Medium
182,COSCO,Mumbai-Dubai,2024-10-23 00:00:00,1440.0,0.0,1069.25,0,0.03398115936498658,Medium
183,MSC,Mumbai-Dubai,2025-02-25 00:00:00,1440.0,0.0,0.0,0,0.0403739285845649,Medium
184,DHL,Hong_Kong-Tokyo,2025-02-24 00:00:00,4320.0,0.0,0.0,0,0.007561469461541348,Medium
185,FedEx,Rotterdam-New_York,2025-05-18 00:00:00,0.0,0.0,2051.7,0,0.03950618627766267,Medium
186,CMA_CGM,Hong_Kong-Tokyo,2025-03-29 00:00:00,1440.0,0.0,0.0,0,0.015955813855884515,Medium
187,UPS,London-Singapore,2025-04-22 00:00:00,-320.0,0.0,1287.07,0,0.05462456568915647,Medium
188,COSCO,Singapore-Hamburg,2025-01-04 00:00:00,-972.0,0.0,768.94,0,0.024675706277763998,Medium
189,COSCO,London-Singapore,2025-05-01 00:00:00,2880.0,0.0,0.0,0,0.0673860913987206,Medium
190,MSC,Rotterdam-New_York,2025-08-29 00:00:00,5760.0,2880.0,1487.58,0,0.02341516600739263,Medium
191,COSCO,Dubai-London,2024-10-03 00:00:00,0.0,0.0,0.0,0,0.04429948154659169,Medium
192,DHL,London-Singapore,2025-06-20 00:00:00,0.0,0.0,919.35,0,0.04460902710942771,Medium
193,FedEx,New_York-Hamburg,2025-07-05 00:00:00,0.0,0.0,1320.68,0,0.050022719582264896,Medium
194,COSCO,Shanghai-Rotterdam,2024-11-12 00:00:00,-918.0,0.0,0.0,0,0.002166336638304678,Medium
195,COSCO,London-Singapore,2025-06-20 00:00:00,-1177.0,0.0,826.15,0,0.05988396323639572,Medium
196,UPS,New_York-Hamburg,2025-09-07 00:00:00,0.0,0.0,2055.68,0,0.011599675174819968,Medium
197,UPS,Singapore-Hamburg,2025-04-25 00:00:00,0.0,0.0,935.69,0,0.07280732725216538,Medium
198,Maersk,Rotterdam-New_York,2025-07-17 00:00:00,2880.0,0.0,1365.44,0,0.059084948652330105,Medium
199,CMA_CGM,New_York-Hamburg,2025-01-10 00:00:00,14400.0,10080.0,4752.68,1,-0.0765016547814531,High
200,DHL,Mumbai-Dubai,2025-07-24 00:00:00,-583.0,0.0,1184.72,0,0.029493444051026108,Medium
201,COSCO,London-Singapore,2025-06-04 00:00:00,0.0,0.0,1087.3,0,0.03983837522005501,Medium
202,Kuehne_Nagel,Dubai-London,2025-02-08 00:00:00,0.0,0.0,1611.68,0,0.027739515208821286,Medium
203,COSCO,Dubai-London,2024-11-11 00:00:00,-758.0,0.0,1650.88,0,0.03925881100427925,Medium
204,FedEx,London-Singapore,2025-01-20 00:00:00,0.0,0.0,0.0,0,0.03894172360872061,Medium
205,Maersk,London-Singapore,2025-03-16 00:00:00,-788.0,0.0,563.73,0,0.06685269531402704,Medium
206,CMA_CGM,Mumbai-Dubai,2024-11-29 00:00:00,1440.0,0.0,2165.44,0,0.010806635501629303,Medium
207,Kuehne_Nagel,Shanghai-Rotterdam,2025-03-24 00:00:00,0.0,0.0,0.0,0,0.051149980908931636,Medium
208,Maersk,London-Singapore,2024-09-30 00:00:00,0.0,0.0,2651.69,0,0.018388352998607083,Medium
209,MSC,Hong_Kong-Tokyo,2025-07-06 00:00:00,0.0,0.0,0.0,0,0.040557343382616684,Medium
210,CMA_CGM,Los_Angeles-Tokyo,2025-09-04 00:00:00,0.0,0.0,781.13,0,0.05138740149734,Medium
211,COSCO,London-Singapore,2025-07-05 00:00:00,0.0,0.0,0.0,0,0.056673568609537095,Medium
212,COSCO,Shanghai-Los_Angeles,2025-01-09 00:00:00,-1011.0,0.0,448.84,0,0.06457114643560469,Medium
213,CMA_CGM,Shanghai-Los_Angeles,2025-04-11 00:00:00,2880.0,0.0,1361.03,0,0.025259183148914288,Medium
214,COSCO,Dubai-London,2025-07-21 00:00:00,0.0,0.0,0.0,0,0.06694556617408526,Medium
215,DHL,Los_Angeles-Tokyo,2024-12-07 00:00:00,0.0,0.0,0.0,0,0.038022667934632104,Medium
216,CMA_CGM,Los_Angeles-Tokyo,2025-04-14 00:00:00,2880.0,0.0,1847.16,0,0.0414125296897459,Medium
217,Maersk,Mumbai-Dubai,2025-09-18 00:00:00,-674.0,0.0,828.61,0,0.057238350927517556,Medium
218,CMA_CGM,Hong_Kong-Tokyo,2024-11-09 00:00:00,-1386.0,0.0,0.0,0,0.0007926531915388724,Medium
219,Kuehne_Nagel,London-Singapore,2025-09-02 00:00:00,1440.0,0.0,0.0,0,0.04410355515699188,Medium
220,COSCO,London-Singapore,2025-05-29 00:00:00,0.0,0.0,709.53,0,0.06977016710172818,Medium
221,DHL,Rotterdam-New_York,2025-01-22 00:00:00,0.0,0.0,421.41,0,0.037825331697872056,Medium
222,DHL,Hong_Kong-Tokyo,2025-08-21 00:00:00,-441.0,0.0,991.73,0,0.04381100437548252,Medium
223,MSC,Hong_Kong-Tokyo,2025-06-04 00:00:00,0.0,0.0,309.44,0,0.05870923938676753,Medium
224,Maersk,Rotterdam-New_York,2025-04-14 00:00:00,-220.0,0.0,610.75,0,0.06518265917517219,Medium
225,UPS,Los_Angeles-Tokyo,2025-05-23 00:00:00,0.0,0.0,556.83,0,0.06815865321762421,Medium
226,UPS,London-Singapore,2024-12-15 00:00:00,10080.0,4320.0,3600.0,1,-0.06569730144072261,High
227,CMA_CGM,Hong_Kong-Tokyo,2024-11-27 00:00:00,0.0,0.0,1139.04,0,0.03504136361766497,Medium
228,MSC,Hong_Kong-Tokyo,2025-02-21 00:00:00,12960.0,5760.0,4427.34,1,-0.10719215575995589,High
229,FedEx,Shanghai-Los_Angeles,2025-07-22 00:00:00,-741.0,0.0,153.97,0,0.05629290768120093,Medium
230,CMA_CGM,Shanghai-Los_Angeles,2024-11-30 00:00:00,0.0,0.0,0.0,0,0.04277009678758481,Medium
231,MSC,Shanghai-Los_Angeles,2025-04-26 00:00:00,0.0,0.0,0.0,0,0.05302695024708498,Medium
